Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),Ozone,PM25,SO2,PM10,CO
12/31/1980,4,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,4,.,,,
01/01/1981,13,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,13,.,,,
01/03/1981,16,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,16,.,,,
01/04/1981,17,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,17,.,,,
01/05/1981,13,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,13,.,,,
01/09/1981,13,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,13,.,,,
01/12/1981,8,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,8,.,,,
01/13/1981,12,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,12,.,,,
01/14/1981,4,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,4,.,,,
01/15/1981,10,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,10,.,,,
01/17/1981,15,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,15,.,,,
01/18/1981,18,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,18,.,,,
01/19/1981,11,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,11,.,,,
01/21/1981,11,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,11,.,,,
01/22/1981,11,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,11,.,,,
01/25/1981,32,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,32,.,,,
01/26/1981,16,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,16,.,,,
01/27/1981,18,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,18,.,,,
01/28/1981,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,,,
01/29/1981,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,,,
01/30/1981,25,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,25,.,,,
01/31/1981,15,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,15,.,,,
02/01/1981,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,,,
02/02/1981,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,,,
02/03/1981,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,,,
02/04/1981,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,,,
02/05/1981,13,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,13,.,,,
02/06/1981,20,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,20,.,,,
02/07/1981,20,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,20,.,,,
02/08/1981,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,,,
02/09/1981,13,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,13,.,,,
02/11/1981,23,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,23,.,,,
02/12/1981,26,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,26,.,,,
02/13/1981,20,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,20,.,,,
02/14/1981,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,,,
02/15/1981,23,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,23,.,,,
02/16/1981,12,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,12,.,,,
02/18/1981,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,,,
02/19/1981,18,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,18,.,,,
02/20/1981,25,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,25,.,,,
02/21/1981,14,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,14,.,,,
02/22/1981,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,,,
02/23/1981,18,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,18,.,,,
02/24/1981,23,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,23,.,,,
02/25/1981,28,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,28,.,,,
02/26/1981,21,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,21,.,,,
02/27/1981,24,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,24,.,,,
02/28/1981,17,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,17,.,,,
03/01/1981,20,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,20,.,,,
03/02/1981,23,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,23,.,,,
03/03/1981,23,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,23,.,,,
03/05/1981,22,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,22,.,,,
03/06/1981,24,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,24,.,,,
03/07/1981,27,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,27,.,,,
03/08/1981,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,,,
03/09/1981,21,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,21,.,,,
03/10/1981,27,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,27,.,,,
03/11/1981,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,,,
03/12/1981,32,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,32,.,,,
03/13/1981,29,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,29,.,,,
03/14/1981,32,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,32,.,,,
03/15/1981,32,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,32,.,,,
03/16/1981,29,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,29,.,,,
03/17/1981,29,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,29,.,,,
03/18/1981,29,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,29,.,,,
03/19/1981,24,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,24,.,,,
03/20/1981,26,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,26,.,,,
03/21/1981,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,,,
03/22/1981,33,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,33,.,,,
03/23/1981,38,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,38,.,,,
03/24/1981,37,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,37,.,,,
03/25/1981,35,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,35,.,,,
03/26/1981,41,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,41,.,,,
03/27/1981,37,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,37,.,,,
03/28/1981,74,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,74,.,,,
03/29/1981,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,,,
03/30/1981,30,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,30,.,,,
03/31/1981,50,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,50,.,,,
04/01/1981,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,,,
04/02/1981,45,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,45,.,,,
04/04/1981,30,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,30,.,,,
04/05/1981,26,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,26,.,,,
04/06/1981,42,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,42,.,,,
04/07/1981,43,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,43,.,,,
04/08/1981,33,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,33,.,,,
04/09/1981,43,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,43,.,,,
04/10/1981,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,,,
04/11/1981,28,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,28,.,,,
04/12/1981,44,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,44,.,,,
04/13/1981,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,,,
04/14/1981,36,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,36,.,,,
04/15/1981,40,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,40,.,,,
04/16/1981,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,,,
04/17/1981,51,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,51,.,,,
04/18/1981,37,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,37,.,,,
04/19/1981,28,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,28,.,,,
04/20/1981,37,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,37,.,,,
04/21/1981,40,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,40,.,,,
04/23/1981,35,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,35,.,,,
04/24/1981,32,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,32,.,,,
04/25/1981,49,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,49,.,,,
04/26/1981,97,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,97,.,,,
04/27/1981,108,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,108,.,,,
04/28/1981,58,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,58,.,,,
04/29/1981,30,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,30,.,,,
05/01/1981,40,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,40,.,,,
05/02/1981,45,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,45,.,,,
05/03/1981,80,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,80,.,,,
05/04/1981,64,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,64,.,,,
05/05/1981,34,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,34,.,,,
05/06/1981,33,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,33,.,,,
05/07/1981,41,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,41,.,,,
05/08/1981,43,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,43,.,,,
05/09/1981,36,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,36,.,,,
05/10/1981,29,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,29,.,,,
05/11/1981,22,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,22,.,,,
05/12/1981,40,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,40,.,,,
05/13/1981,20,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,20,.,,,
05/15/1981,47,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,47,.,,,
05/16/1981,50,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,50,.,,,
05/17/1981,43,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,43,.,,,
05/18/1981,42,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,42,.,,,
05/19/1981,48,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,48,.,,,
05/20/1981,61,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,61,.,,,
05/21/1981,119,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,119,.,,,
05/22/1981,133,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,133,.,,,
05/23/1981,100,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,100,.,,,
05/24/1981,49,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,49,.,,,
05/25/1981,47,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,47,.,,,
05/26/1981,39,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,39,.,,,
05/27/1981,54,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,54,.,,,
05/28/1981,84,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,84,.,,,
05/29/1981,80,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,80,.,,,
05/30/1981,37,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,37,.,,,
05/31/1981,49,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,49,.,,,
06/01/1981,32,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,32,.,,,
06/02/1981,49,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,49,.,,,
06/03/1981,50,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,50,.,,,
06/04/1981,67,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,67,.,,,
06/05/1981,42,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,42,.,,,
06/06/1981,67,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,67,.,,,
06/07/1981,87,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,87,.,,,
06/08/1981,71,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,71,.,,,
06/10/1981,48,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,48,.,,,
06/11/1981,39,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,39,.,,,
06/12/1981,40,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,40,.,,,
06/13/1981,29,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,29,.,,,
06/14/1981,38,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,38,.,,,
06/15/1981,41,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,41,.,,,
06/16/1981,34,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,34,.,,,
06/17/1981,47,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,47,.,,,
06/18/1981,80,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,80,.,,,
06/19/1981,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,,,
06/20/1981,64,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,64,.,,,
06/21/1981,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,,,
06/22/1981,45,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,45,.,,,
06/23/1981,48,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,48,.,,,
06/24/1981,67,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,67,.,,,
06/25/1981,45,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,45,.,,,
06/26/1981,47,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,47,.,,,
06/27/1981,74,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,74,.,,,
06/28/1981,112,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,112,.,,,
06/29/1981,133,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,133,.,,,
06/30/1981,43,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,43,.,,,
07/01/1981,74,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,74,.,,,
07/02/1981,54,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,54,.,,,
07/03/1981,61,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,61,.,,,
07/04/1981,30,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,30,.,,,
07/05/1981,35,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,35,.,,,
07/06/1981,77,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,77,.,,,
07/07/1981,50,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,50,.,,,
07/08/1981,36,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,36,.,,,
07/10/1981,49,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,49,.,,,
07/11/1981,129,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,129,.,,,
07/12/1981,77,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,77,.,,,
07/13/1981,67,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,67,.,,,
07/14/1981,67,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,67,.,,,
07/15/1981,47,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,47,.,,,
07/16/1981,47,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,47,.,,,
07/17/1981,101,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,101,.,,,
07/18/1981,115,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,115,.,,,
07/19/1981,34,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,34,.,,,
07/20/1981,41,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,41,.,,,
07/21/1981,40,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,40,.,,,
07/22/1981,43,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,43,.,,,
07/23/1981,32,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,32,.,,,
07/24/1981,49,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,49,.,,,
07/25/1981,46,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,46,.,,,
07/26/1981,36,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,36,.,,,
07/27/1981,30,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,30,.,,,
07/28/1981,25,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,25,.,,,
07/29/1981,37,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,37,.,,,
07/30/1981,44,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,44,.,,,
07/31/1981,54,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,54,.,,,
08/01/1981,67,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,67,.,,,
08/02/1981,42,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,42,.,,,
08/03/1981,34,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,34,.,,,
08/04/1981,47,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,47,.,,,
08/05/1981,27,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,27,.,,,
08/06/1981,44,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,44,.,,,
08/07/1981,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,,,
08/08/1981,35,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,35,.,,,
08/09/1981,43,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,43,.,,,
08/10/1981,23,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,23,.,,,
08/11/1981,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,,,
08/12/1981,40,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,40,.,,,
08/13/1981,64,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,64,.,,,
08/14/1981,42,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,42,.,,,
08/17/1981,34,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,34,.,,,
08/18/1981,44,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,44,.,,,
08/19/1981,54,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,54,.,,,
08/20/1981,87,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,87,.,,,
08/27/1981,36,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,36,.,,,
08/28/1981,27,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,27,.,,,
08/29/1981,44,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,44,.,,,
08/30/1981,41,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,41,.,,,
08/31/1981,38,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,38,.,,,
09/01/1981,21,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,21,.,,,
09/02/1981,8,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,8,.,,,
09/03/1981,13,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,13,.,,,
09/04/1981,41,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,41,.,,,
09/05/1981,39,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,39,.,,,
09/06/1981,40,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,40,.,,,
09/07/1981,40,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,40,.,,,
09/08/1981,27,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,27,.,,,
09/09/1981,33,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,33,.,,,
09/11/1981,38,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,38,.,,,
09/12/1981,84,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,84,.,,,
09/13/1981,71,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,71,.,,,
09/14/1981,40,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,40,.,,,
09/15/1981,38,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,38,.,,,
09/16/1981,21,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,21,.,,,
09/17/1981,12,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,12,.,,,
09/18/1981,23,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,23,.,,,
09/19/1981,46,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,46,.,,,
09/20/1981,54,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,54,.,,,
09/21/1981,77,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,77,.,,,
09/22/1981,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,,,
09/23/1981,24,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,24,.,,,
09/24/1981,31,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,31,.,,,
09/25/1981,74,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,74,.,,,
09/27/1981,36,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,36,.,,,
09/28/1981,32,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,32,.,,,
09/29/1981,23,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,23,.,,,
10/02/1981,20,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,20,.,,,
10/03/1981,34,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,34,.,,,
10/05/1981,44,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,44,.,,,
10/06/1981,25,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,25,.,,,
10/07/1981,26,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,26,.,,,
10/08/1981,28,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,28,.,,,
10/09/1981,30,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,30,.,,,
10/10/1981,18,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,18,.,,,
10/11/1981,40,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,40,.,,,
10/12/1981,36,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,36,.,,,
10/13/1981,41,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,41,.,,,
10/14/1981,27,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,27,.,,,
10/15/1981,13,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,13,.,,,
10/16/1981,25,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,25,.,,,
10/17/1981,18,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,18,.,,,
10/18/1981,21,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,21,.,,,
10/19/1981,26,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,26,.,,,
10/20/1981,33,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,33,.,,,
10/21/1981,22,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,22,.,,,
10/22/1981,13,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,13,.,,,
10/24/1981,22,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,22,.,,,
10/25/1981,27,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,27,.,,,
10/26/1981,10,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,10,.,,,
10/27/1981,24,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,24,.,,,
10/29/1981,39,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,39,.,,,
10/30/1981,47,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,47,.,,,
10/31/1981,43,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,43,.,,,
11/01/1981,21,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,21,.,,,
11/02/1981,15,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,15,.,,,
11/03/1981,28,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,28,.,,,
11/04/1981,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,,,
11/05/1981,20,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,20,.,,,
11/06/1981,22,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,22,.,,,
11/07/1981,25,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,25,.,,,
11/08/1981,22,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,22,.,,,
11/09/1981,26,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,26,.,,,
11/10/1981,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,,,
11/11/1981,19,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,19,.,,,
11/12/1981,22,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,22,.,,,
11/13/1981,10,Ozone,BOOKER T. WASHINGTON ES,17-019-0004,AQS,10,.,,,
